Id;VocabularyId;Ordinal;English
1454;482;3;I considered it a rude snub when I was not invited to the party.
1455;483;1;How can you endure such disrespect?
1456;483;2;The valiant officer endured much pain.
1457;483;3;Dr. Hardy was confident he could endure the hardships of space travel.
1458;484;1;Anticipating Father's wrath, we tried to give him the news slowly.
1459;484;2;There is no rage like the wrath of an angry bear.
1460;484;3;After Ernie's wrath subsided, we were able to tell him what had happened.
1461;485;1;Soldiers in an open field are exposed to the enemy's gunfire.
1462;485;2;Foolish actions expose a person to the sneers of others.
1463;485;3;The article exposed the vital document as a forgery.
1464;486;1;Stories about King Arthur and his knights are popular legends.
1465;486;2;Legend has exaggerated the size of Paul Bunyan.
1466;486;3;The legend on the rare coin was scarcely legible.
1467;487;1;Not wishing to act hastily, the governor pondered the problem for days.
1468;487;2;After pondering the question, the board decided to grant the parole.
1469;487;3;The villagers, faced with a famine, pondered their next move.
1470;488;1;Vito resigned his position as editor of the school paper.
1471;488;2;Upon hearing the news of the defeat, the football coach promptly resigned.
1472;488;3;Upon examining the injury, the chiropractor told Jim he had better resign himself to a week in bed.
1473;489;1;The police took drastic measures to end the crime wave.
1474;489;2;The most drastic changes in centuries have taken place during our life-time.
1475;489;3;In the interests of justice, drastic action must be taken.
1476;490;1;We watched the exhausted laborers unloading the cargo on the wharf.
1477;490;2;The lawyer insisted that his client was never seen near the wharf where the crime had taken place.
1478;490;3;Waiting at the wharf for the supply ships to unload was a starving multitude of people.
1479;491;1;It is time you amended your ways.
1480;491;2;Each time they amended the plan, they made it worse.
1481;491;3;Rather than amend the club's constitution again, let us discard it and start afresh.
1482;492;1;Clyde, confident of victory, dropped his ballot into the box.
1483;492;2;After we counted the ballots a second time, Leo's victory was confirmed.
1484;492;3;To avoid embarrassing the candidates, we ballot instead of showing hands.
1485;493;1;Sally is very awkward in speaking to the class but quite relaxed with her own group of friends.
1486;493;2;The handle of this bulky suitcase has an awkward shape.
1487;493;3;Slow down because this is an awkward corner to turn.
1488;494;1;Ulysses was a man who would not reject any venture, no matter how dangerous.
1489;494;2;John Jacob Astor made his fortune by a lucky venture in animal furs.
1490;494;3;Medics venture their lives to save wounded soldiers.
1491;495;1;The towering mountains, covered with snow, are an awesome sight.
1492;495;2;Connie had such an awesome amount of work to complete before graduation she doubted she would have everything ready in 
1493;495;3;e.
1494;495;4;The atom bomb is an awesome achievement for mankind.
1495;496;1;Tourists often hire guides.
1496;496;2;The Indian guided the hunters through the forest.
1497;496;3;Use the suggestions in the handbook as a study guide.
1498;497;1;Foam will quench an oil fire.
1499;497;2;Only Pepsi Cola will quench my thirst on such a hot lesson.
1500;497;3;He reads and reads and reads to quench his thirst for knowledge.
1501;498;1;Nick's awkward motions betrayed his nervousness.
1502;498;2;Without realizing what he was doing, the talkative soldier betrayed his unit's plans.
1503;498;3;The child's eyes betrayed his fear of the fierce dog.
1504;499;1;When Violet accidentally stepped on the nail, she uttered a sharp cry of pain.
1505;499;2;Seth was surprised when he was told that he had uttered Joan's name in his sleep.
1506;499;3;When Mr. Fuller saw that his house had not been damaged in the fire, he uttered a sigh of relief.
1507;500;1;This toy should pacify that screaming baby.
1508;500;2;We tried to pacify the woman who was angry at having to wait so long in line.
1509;500;3;Soldiers were sent to pacify the countryside.
1510;501;1;Greg responded quickly to the question.
1511;501;2;My dog responds to every command I give him.
1512;501;3;Mrs. Cole responded to the medicine so well that she was better in two days.
1513;502;1;Our patriotic soldiers disputed every inch of ground during the battle.
1514;502;2;The losing team disputed the contest up until the final minute of play.
1515;502;3;Many occupants of the building were attracted by the noisy dispute.
1516;503;1;How can we provide job opportunities for all our graduates?
1517;503;2;Hal said he would bring the ball provided he would be allowed to pitch.
1518;503;3;The government is obligated, among other things, to provide for the common welfare and secure the blessings of peace 
1519;503;4; all citizens.
1520;504;1;The bank keeps a large surplus of money in reserve.
1521;504;2;Surplus wheat, cotton, and soybeans are shipped abroad.
1522;504;3;No mortal ever considers that he has a surplus of good things.
